Txhash,Blockno,UnixTimestamp,DateTime (UTC),From,To,TokenValue,USDValueDayOfTx,ContractAddress,TokenName,TokenSymbol
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x2b732f067f440edd49986dc6c50cb93af3698e10,24.751132517437100000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.278647204942550000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0xf9de78b65bf0835a2634862aeae60f567ab9097f,24.751137671403700000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.299481302973020000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0xbaaa383463a057cc95d60ddf7b40230d819e2e96,24.7511428724962000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.32060245279453000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0xcdef6ce0abbad6426b32a785cb8604317fc91070,24.751148121363900000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.34201595212432000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x6570f963a93dfc75d0816971c8257a8188d14293,24.751153418668100000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.363727221463110000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0xe9757e2660a89a811b25fe2aff3cf995c88e7934,24.751158765082300000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.38574180752582000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x8d1fd7aa0b88483a49e4a174a6ce1739849e81c5,24.751164161292800000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.408065386784730000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0xf7e522b8fd87096ae0db2dba4cc3b25d239e6c0c,24.751169607998400000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.430703769129250000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x0fe59520431451170d6ca1c49d5659da0519ce18,24.751175105911300000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.453662901646610000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x6b2e314b3456cef77ea6408ae4d935a2fadca914,24.751180655757000000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.476948872528190000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x4558012c64e7f2c5e55caf2b2e701d89270cbec2,24.751186258274900000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.500567915106220000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x2b254e1888a37cd7ac68e25dce98d43d5afecf13,24.75119191421840000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.524526412025820000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x716576481a689b124344d51a7ce2d018af019440,24.751197624355400000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.548830899557700000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x5129d7026b55aecc1c1a0a18f618b93868c2be6a,24.751203389468500000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0xaab39ae452ab194fa60101290dea3cd2f8ebfaef,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,2.573488072056820000,N/A,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x8d004f283fa0348b3417a62f4d6835bc1d24935f4ccfafdb0967e177aec6c3a4,19235497,1708026287,2024-02-15 19:44:47,0x945295d8efe2b63ad5a9239ac5c1b4d28e90bb7c,0x6edbbc42669121106a9fb2f5c5cc47654fe1b45f,24.751209210355500000,N/A,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,NO HANDLE,NO
