Txhash,Blockno,UnixTimestamp,DateTime (UTC),From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $2777.79620336348/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method
0xc760107f63362c1781f5f1a0f9d6631498dd2178dd2b263ffd18f261f3814a74,19235326,1708024235,2024-02-15 19:10:35,0x567abe53b9ea582245e35f31195b11cb23cb0057,,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,0,0,0,0.2108020133645940,585.565032385546,2825.35,,,60C06040
0x9616bd8bd1b1ddc68b6628e719cdb05bfed2244aa44af4213ea11fc4172ee8c2,19235350,1708024523,2024-02-15 19:15:23,0x567abe53b9ea582245e35f31195b11cb23cb0057,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00703032705206156,19.5288157936202,2825.35,,,Set Pre URI
0x059a3e419c4e285e6017a6ac7c05a659b07cb0901672897c26e2b66b7af894c5,19235356,1708024595,2024-02-15 19:16:35,0xb6380198d5d96d9a950714f9eff9ebf283307180,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002419877107876680,6.72192544286603,2825.35,,,Set Skip NFT
0xe6e6507ebf5a480777d5a77e49049a4d059a05458117d3394291168fcedc06c1,19235358,1708024619,2024-02-15 19:16:59,0x4bb52299b9c3a165cf0d139b7821d4610de7235e,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002375891862148400,6.59974339427802,2825.35,,,Set Skip NFT
0x00658bfdf4e023b382dcf5e00cd93b7137a86ae1245be78b5674edfdb6211122,19235358,1708024619,2024-02-15 19:16:59,0x7ce9da83253afa7677c18815747a1adb271f92ca,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002375891862148400,6.59974339427802,2825.35,,,Set Skip NFT
0x708bcbad954fc954d9bd1cc611bdf6e6b35f2ae2c6e74b8920e3379317933f3b,19235359,1708024631,2024-02-15 19:17:11,0xfd778a71d95fa5df4a75b4c6ccbf885d236b6667,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002341803707195230,6.50505344686943,2825.35,,,Set Skip NFT
0x67371bd1ecf64cdd8a959ff3766f07261db18daf1e084140282d971f7611721c,19235359,1708024631,2024-02-15 19:17:11,0xcda31b98131b059fe6464963f1f474de6e13eb2b,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002341224484165890,6.50344448333762,2825.35,,,Set Skip NFT
0x3bc1f8eea4987192df0aed3a8958fb155490c99acfa297799bd949d10ac0ee68,19235361,1708024655,2024-02-15 19:17:35,0xcf2ee86daae7e364c7c05643e815c8d2498e2466,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002140821660893530,5.94676628170835,2825.35,,,Set Skip NFT
0xfd133635eccf2bec90fc5d7520204c822c6a3393e95105a57a648c1334f8ca79,19235361,1708024655,2024-02-15 19:17:35,0xf8ba72baef1e18dac02530d3aa7bf9db8b95cba5,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002140821660893530,5.94676628170835,2825.35,,,Set Skip NFT
0xf15d2fe432b647d5c1df4c20963784d6150cf50919eb5f00cd89b9d18385ae30,19235362,1708024667,2024-02-15 19:17:47,0xa6c33839cf37b63211b24d03dd0753a3415f898f,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002210555571307670,6.14047287330243,2825.35,,,Set Skip NFT
0x6c2ad8b26867b8fc559dd10571db73207b4a6a099352037e48cbfe60fa69f9f5,19235362,1708024667,2024-02-15 19:17:47,0x250d1bfabc3a4c1578a492c27cf8d6695fc51098,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002209725016792140,6.13816576212252,2825.35,,,Set Skip NFT
0x08b64fd9732608bf6500bb935695c85738d90d6de363d008db01bee4e43d357f,19235363,1708024679,2024-02-15 19:17:59,0x6e94f7503e6a614b86eedd84f46f372d5b98f3b0,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002534015,7.03897724626611,2825.35,,,Set Skip NFT
0x7047c8b3b1ac5942dca47a6ea73f509a3acee94aa4216a1bd33c436c99e8e35e,19235363,1708024679,2024-02-15 19:17:59,0x95fcdd640d4db832483b2d845c9585bd43c8924c,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xa60a0d69684f1e43110c341578ede9037a9eb18b7fec394f4e7ed0ed91a34587,19235363,1708024679,2024-02-15 19:17:59,0xf075566fe4934953333301d2c88eadc3c825b78b,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x01f05d0c843b4666c25cefa062610d690d9c8d40ffdd0194161c52dacdd5a3e8,19235363,1708024679,2024-02-15 19:17:59,0x28c05f0618ceb140b5cebacc33b20eda664ac503,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xa4ad9c5d322d35658e2d147ed8020f5249446c70f77269a073d927f86e62812c,19235363,1708024679,2024-02-15 19:17:59,0x281a9dab6b8b6fcaf67b7bab2a7e412b963cc82f,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x99ff37d0a0d9c471c64453a55ed9f53d4000d2a49868f7c845c616cdedc7d9d8,19235363,1708024679,2024-02-15 19:17:59,0x8545c81aa5075f27145e350c377e3989a261c8f5,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xc776a69e2034a55f709abadaf9e3dbaea17e876010d7f520279f71362569bd6c,19235363,1708024679,2024-02-15 19:17:59,0x1cda32887f53f93ae948e3ac20c9583a106e6a99,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xbe95299d25362a506fc646be9213d0a0e0f1b97a2bf2562c699b0837eb5c532d,19235363,1708024679,2024-02-15 19:17:59,0x9d1382bd2d1bd96d408e5432b7da357f6bd07e02,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xb3b759af4d1db3fa344932cd0c5697ca1d7205af47d42eebbe03076b0d4d22ee,19235363,1708024679,2024-02-15 19:17:59,0x85331880f3a30e9312c4c4d694162ed9db1d71ab,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x4cd73ae2dc6ae66c2675d308acbb16b9661593a49ca862ed541b6fa446b94f35,19235363,1708024679,2024-02-15 19:17:59,0x9c0bae6d21d3857e85fc8d69c97dac2abc195d11,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xe9354de761bc3acc4d954ad7f5a7dd77f79ecf5d73f742c22adeef10736cf3e9,19235363,1708024679,2024-02-15 19:17:59,0x0d6a17f9eedb99979c0ee705efa397398f1ab006,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x3f25a43365ed132bb2253c7d4ca15dac1a30af1c24de8b6ccb18da875fdf8298,19235363,1708024679,2024-02-15 19:17:59,0xe33ab39912d9a6f93291c539cfe519da0760bd17,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x48aea72ed950cc389275ba92f27d08b6bcc4739978fe0dde2b5ab402f0f19754,19235363,1708024679,2024-02-15 19:17:59,0xf548a309e4f630ccf480f749d5c5d2b3d7074155,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xfca5fe74b0c9638047f90f7221b7770c06f4c728e09259adc778631041fee6d1,19235363,1708024679,2024-02-15 19:17:59,0x84279336ee54c6b6d7e15f454faf7614c4e8e433,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xabfb8c23ad7ca3b4a928e9e437feefb8d1bbc35e037adc322b574dc21a00dd07,19235363,1708024679,2024-02-15 19:17:59,0x85a5542b9ea1411b4eac241e7b64a5263738c330,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x1a75223d547ed0e19b7815144dc30a2bc3cf5c5f44b87292c055b0d1b2deefd4,19235363,1708024679,2024-02-15 19:17:59,0x9a17dae13d835fc269016b55c6454a3b31dd1f79,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x28f40c8644fd7ac807d20894234e8f3c5b75953c9e3f2a17d75da045aa1b35e0,19235363,1708024679,2024-02-15 19:17:59,0xc276795a56e4a7daf0be6f19844bc8065510c366,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x011dd079a968f4f73835afbc6c605fc2b81893dacdbcd8957c028dca90d4fc6b,19235363,1708024679,2024-02-15 19:17:59,0xb99514b0d231feafaa63d0c47b752d59f0d684c3,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x8845cbf5e7aced42953601b01177582b69b859d54f189b6ea429350b91dd924e,19235363,1708024679,2024-02-15 19:17:59,0x3f97a897b2ca090eb7e26379c797c6c6f4719441,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xa4dfda04f76876b93ba73f7e551bf2ccd857fcdea6c6a1cb576aa2af14c490b6,19235363,1708024679,2024-02-15 19:17:59,0x3981f0f944a7cdbee7456b89bad3458d90f3287e,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xf2d8f981f48e306faa3f2f2c36ddbb391f74a12c052db8cb89ff5eaff9f28b51,19235363,1708024679,2024-02-15 19:17:59,0xe1d91875dea9967af19511dc4b027f9f35074802,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xa7ccc1e48c53de5e9ceb87b03559ffca1e87dad9f182e7bc35b1af5816655115,19235363,1708024679,2024-02-15 19:17:59,0xb1eb4ee2aa451f21afdd11d647e972acb378eace,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x60a35b321f527d8312079108aad5a3c11a6d9d185514c6a2827bb3760d124396,19235363,1708024679,2024-02-15 19:17:59,0xc2743f04932c705aeea4e5c9a3678269d05c9ebd,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xc4b1c5d9b7c9580b8f4f9daff6eef586814d0e739a31af976db3ce521ba4b006,19235363,1708024679,2024-02-15 19:17:59,0x3c9e6bbbc3dde18d187d421d7f7c75b9bd7bdde2,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x5d9ea868947aecfd9aa053801d4684ad2bf8a1fa3fe54c70280974073ac0a41e,19235363,1708024679,2024-02-15 19:17:59,0x08552bae3c5fd1a13e33e2e6280b81e86b9fe770,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x0a5b3c80b41c920cdaf29bff3cbc8fc4876cf194472ac8c662d7c4771c19bcfb,19235363,1708024679,2024-02-15 19:17:59,0x3c898a2aa384dcdf2d1d0974ee242fd7f407ab63,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xde4ceeb73c1149231c254ac13407c3c2287960e2605e42ef0ec2f8dce5f51335,19235363,1708024679,2024-02-15 19:17:59,0x89df23d134e84c563d89d4bb0e028b4e2c0333ff,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x02f6b8edc01f1152ecd5fed08f3731ee9546fcd30b021257790bc73b818080cb,19235363,1708024679,2024-02-15 19:17:59,0x8cce27da6d4947879831405f11f6e27c1f5cc704,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x848851f0917070e4e4200d736759afc1795b6e4cb6abdcbb50f69abfd84fa997,19235363,1708024679,2024-02-15 19:17:59,0xf9325f8f589a82c9a178c5180e51973f2b9d8088,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x279aab4c7cdd442f75ecb1549ea16d3c89197bfb4d768ac41d539487411510ec,19235363,1708024679,2024-02-15 19:17:59,0x89dc8e78c15d5ec91ffdf4d79bf655985f626392,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x6513ce718d2e75e81d90a5b1ac6ceabba19895fc87fdb2866a7895ce76dcd986,19235363,1708024679,2024-02-15 19:17:59,0xebd706da5dbd02fc3aaceff1e738dad35c63eaa9,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x6b321b5fef9517119a30faee4ab9b046eac40e33ab759365a287d078e678794c,19235363,1708024679,2024-02-15 19:17:59,0x74225e566a55204641a277f9a276acded451222d,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x7f74b4c001be8fd524f1c25567451b54e7d263f33133f2320c791fe64c31fc32,19235363,1708024679,2024-02-15 19:17:59,0x865b72469b5eaa0a3e434555f81d990827d7efa1,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xb55da0b9ddc38780324354e6cc59e4315e25688d830d76bf1f53d40eb8e23921,19235363,1708024679,2024-02-15 19:17:59,0xebb3aa7fafebe53c24931f6e9107246b8db6b9b1,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xce22139b49330ba6f232b6087d76ae62b93ca7442d55252ae0a9a0cb533b4f81,19235363,1708024679,2024-02-15 19:17:59,0x47c712df0755f29d6d2d07bfe8c1965e5c006e74,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x24fe18dc744633fc344004212ae48a812c5b2574a1e2c2f6956a2ab45e1ce57a,19235363,1708024679,2024-02-15 19:17:59,0x28a47e6bccfd979897dab016efd2a74afbf4b3ad,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xefb19c710d591018b2c68c4f7e71086d1b355fe2f2fe8d6d75b9eafbaad3895c,19235363,1708024679,2024-02-15 19:17:59,0x10241730cd7732c98d432adcb584cb3786b2c491,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x0f49051dd586edac1388437cd9ab5a3ed10cc55e0720245a8329b8f1db353e1c,19235363,1708024679,2024-02-15 19:17:59,0x6251b287f0f0f1c88cb9968c1bb1935c0007a29a,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x6866234c8395dafdc43b73ac005b4b441426bdfbef8042bd995adcdafcbac6c8,19235363,1708024679,2024-02-15 19:17:59,0x8805db9108e0cc9eb9cde70842ce3e878daa6170,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x7306704328123ef1e52dd66c3d78b79531f73a07f9ebc2d611598761a7013488,19235363,1708024679,2024-02-15 19:17:59,0x5b17df91f780fc22a511d4c1a602e14364df40eb,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x3a39963d18be5397cf3e42e74e2d56ad14d41774f4194105cb1836fefb0be58b,19235363,1708024679,2024-02-15 19:17:59,0x87b6ba213ac5b8e5997fd39231d32e2566aa15f4,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x1603513257ff979ba41c7c44d620054b900a2822ebc5b7e788d0221c566f514c,19235363,1708024679,2024-02-15 19:17:59,0xa54366d0230c23790ef198b8098e2769c6fd79dd,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xbf692dafa3b115f1204d2fb98df45e13b1f93a9d94c167a56eab6eb173e23878,19235363,1708024679,2024-02-15 19:17:59,0xc71e57399f808fa3f0155ef4c902c2739feff4c4,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x2b9e3c21972508d73031d7298c7b12146304715c121f660b223776df19fee19c,19235363,1708024679,2024-02-15 19:17:59,0x5215557635b0f1bd2b08ad970032143c83e1dcb8,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x468eae5001619a6bff7fb0061cf7f480f804b58f62168ac435f88a32dc7f1d4e,19235363,1708024679,2024-02-15 19:17:59,0xb4d111d76a62cbb690b43a980b537a2a322b0c31,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x52a6e25c73985c2be92e38869dc7e5746b6d1a1887688921d74f548d8f7e95c7,19235363,1708024679,2024-02-15 19:17:59,0xf0aa2dd020198fee944478d8ab9d6bc271d84337,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xbba8a55791e8b7cc9bf172e5ad0d41b3273db96826ca66cb8016f29afaa8f7e4,19235363,1708024679,2024-02-15 19:17:59,0xbc38389b5ffdc4566fb8f379608107ddb690877d,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x68de69012fb060aa01acb2d4924a15f4f8773d6b4f23357b2cd38597872288ac,19235363,1708024679,2024-02-15 19:17:59,0x8352112bac405b34778bb8702d842708dab4b110,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0xaa29f35ee2e780dfba10dc72f1c85aea1adec031b6a9226a23f8c63cca32c093,19235363,1708024679,2024-02-15 19:17:59,0x323377d10ac455f26dde71e86a1dc398ad573a98,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x6bbbd8c18ccbec08c9527e15ea3dc7c66740e53e5bd9c3583c3652894ece6dac,19235363,1708024679,2024-02-15 19:17:59,0x60158b8b5eece77073d749ed35c193f62e9c2cc5,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x2b0646dc94ab077a60344f3a2b4eeaab90d715bbe533625638c5186153fd9150,19235363,1708024679,2024-02-15 19:17:59,0xca65c223e56ab1e6c6243dca73b03e86fba3a7eb,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002247457552818050,6.24297905743855,2825.35,,,Set Skip NFT
0x6c0e04bba268d631ba50126fc5448972a2f3e683c634129b33a5beb8b9699e50,19235363,1708024679,2024-02-15 19:17:59,0x8677f0ed5327f3841739c5f8022c60201ed99316,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00220181243756064,6.11618622957443,2825.35,,,Set Skip NFT
0x2fe069286907c483eafbf81db5ccc1cde90f4906f490d0babd39e9b0bc8797fd,19235364,1708024691,2024-02-15 19:18:11,0x7a67930db896d42bed06b295a5692936a0f9499d,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00276438,7.67888426865394,2825.35,,,Set Skip NFT
0x81ff53510d9f4be61afbcc8b2640b736cbd20ea380d28b7bc29a0eb2fdbca690,19235364,1708024691,2024-02-15 19:18:11,0xc7f26744f4c3b44336782077fb017c3379c00073,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00276438,7.67888426865394,2825.35,,,Set Skip NFT
0x889cb06a047159cf195dac3b23be9176b62097789e2ebe75e2bfbb03ebd3ead8,19235364,1708024691,2024-02-15 19:18:11,0xe8792158499ec960956400e6a24994f530bc4307,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00276438,7.67888426865394,2825.35,,,Set Skip NFT
0x3a4c7694c88411d2cbfb14821aa93e4d085e6f0cd68ac74850adf7c2349d2c91,19235364,1708024691,2024-02-15 19:18:11,0x8940a134980b62149e68b1f0ef15b16c95c7916d,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00276438,7.67888426865394,2825.35,,,Set Skip NFT
0xdc32ea22382115b253bc82432ba4ba6e0e4d11e12600284e8056f945691b673d,19235364,1708024691,2024-02-15 19:18:11,0xec52058498440f7e5b776d759f8ae3b43dd56f49,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.00276438,7.67888426865394,2825.35,,,Set Skip NFT
0x1bfae94381213e72e8a2b1a024603941cf8d25f14f0bbb8344c1fc9bfb2df5e1,19235365,1708024703,2024-02-15 19:18:23,0x270f4ceead65439c717fdcab0b7d0be6aff90589,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002152683746873730,5.97971673910811,2825.35,,,Set Skip NFT
0x47313922d0eca3930671efc141b7c89af32012c414d7dc056121f63845ca7dcc,19235365,1708024703,2024-02-15 19:18:23,0x270f4ceead65439c717fdcab0b7d0be6aff90589,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.001192706314033070,3.31309507084872,2825.35,,,Set Skip NFT
0xf018a722f2ccc37797cf9dd5f8d671bd75bdc885dd4f2025f2f5ce72b2b2a549,19235365,1708024703,2024-02-15 19:18:23,0x86f89612bfc7cbadcacc9ed10bb01b132ac9edfa,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002152683746873730,5.97971673910811,2825.35,,,Set Skip NFT
0x4c27b27792c78bf373bd33ff4d2c1c78013809e9df60aa7a1be9c1539fef9835,19235366,1708024715,2024-02-15 19:18:35,0x2aeb572a86871ca886efc8ada524dc569cf0d7b0,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002354441987678660,6.54016001441334,2825.35,,,Set Skip NFT
0xe85eb1a421dab47637d96978ae3824bd5b1d0fadf953f1afee8a8f95a56d1bcf,19235366,1708024715,2024-02-15 19:18:35,0xeb0ab652acbb257565a71cc8b2f7ff488a90a7c1,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002354441987678660,6.54016001441334,2825.35,,,Set Skip NFT
0x61fd439e19ff3ed85169d70fc0d38b08d79697634d032143f2c0f7055712c4e9,19235366,1708024715,2024-02-15 19:18:35,0x18320bf4031460d6ae6645b4b86b69b26b79e281,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002354441987678660,6.54016001441334,2825.35,,,Set Skip NFT
0xfce1ceb09dfa925ea08418be3ee55254be494b46c9b7d5e9422364cbd13e1eb1,19235366,1708024715,2024-02-15 19:18:35,0x5dabdef63f429fa6c5e282e988dd5ab7d4dd001b,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002354441987678660,6.54016001441334,2825.35,,,Set Skip NFT
0x3a39d37185a4978f2a35054a2b7a1c01a28339f12b600167f8f0229d4193a7ca,19235366,1708024715,2024-02-15 19:18:35,0xa9d2e4ee3693021f7f8774ea38e4a07d6099ecde,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002354441987678660,6.54016001441334,2825.35,,,Set Skip NFT
0x879f72ef758c1ecfb5bdfa61861f67598ef0c940a07f3e784031292044c9cbbb,19235366,1708024715,2024-02-15 19:18:35,0x9d40f8cd6c6faa93c397e5e7c8e6d1a4f7396ce1,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002269241555917250,6.30349057854158,2825.35,,,Set Skip NFT
0x1157171376d7018d060061079a490db778de3ea80a0e40655eab53182d720a91,19235366,1708024715,2024-02-15 19:18:35,0xe267727a0c8614800a9ca10c1f135dca094657c9,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002268447999080410,6.30128623937303,2825.35,,,Set Skip NFT
0x8c9363959663a9039c18fe1af2e7d8425452f3735342431f3be84325b1767b40,19235366,1708024715,2024-02-15 19:18:35,0x56f2d9163b596632175c7971fbf6ed2566a3ad9e,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002268447999080410,6.30128623937303,2825.35,,,Set Skip NFT
0x1508e64c9aeab399c48cf9378f2464ba12f0315547a672496759f31ea54d0940,19235366,1708024715,2024-02-15 19:18:35,0x1538477d29fd61decfe0388603e987a611611b20,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002268411391824330,6.30118455187609,2825.35,,,Set Skip NFT
0x5ef8e49559aa9f2bcffe2425e346396c199b93ee555b6e2d93414e45b9117d0c,19235366,1708024715,2024-02-15 19:18:35,0x567abe53b9ea582245e35f31195b11cb23cb0057,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002289680979679870,6.3602671322683,2825.35,,,Approve
0x570c903f1d126e60ff75535ccd32623fb9f1a5b560c5abfc4af99c3d66d63e95,19235367,1708024727,2024-02-15 19:18:47,0x58fd50fac8a1e0b0abc0c5ea72a04b171ad09fcf,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002313069894561340,6.42523677122686,2825.35,,,Set Skip NFT
0x8b17d26fbc8c00b6242ac06d1411207f36bf1a93adb7b117b5deeff0cdf26716,19235367,1708024727,2024-02-15 19:18:47,0x61d143d52535f7ad94f808432dc714bed72baa1c,0xe99620545740a30dbf8b4601d2f7ddc99cc1dc42,,0,0,0,0.002267411942767190,6.2984082860797,2825.35,,,Set Skip NFT
