from,to,tx_hash,operation_at,action,amount_out,token_out,amount_in,token_in,dex
0x512E0c58285804FC7193665Fee3c5551dC5366d2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xf8cb4a1791494f0a7e59382bdd85b55ac9dea3848130818427b42ff67cb373fc,2024-02-15 19:58:35.000000,Buy,1, ETH,"2,492935159", NO,Uniswap V3
0xc7Ecc98c3DeEBEC0317f75BDaFDe9A804007b48a,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xda6971a6bc2830b2233ce88aeb4696e04ceb772654bda2efa054358562c4213e,2024-02-15 19:58:35.000000,Buy,"0,35", ETH,"0,8716984449", NO,Uniswap V3
0xfB49185fa9dc5A9326A54bE0acFeAf81A968d8D9,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xc3c5a0f198d22ae8336c1c833f4ae36aa6484821fe582b4db98340f979d89bba,2024-02-15 19:58:35.000000,Buy,"0,4", ETH,"0,9975825084", NO,Uniswap V3
0x0569Ed17Dd92378F1E13896a92aAdae8d6106dF0,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xf9cbf532bdda73334afaacc51715725827c7aa812d97c674aefe025fe7a142a4,2024-02-15 19:58:47.000000,Buy,"0,1988847892", ETH,"0,4939942729", NO,Uniswap V3
0x397B25001f0fc0f3dBabce5739fD69254B74568d,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xe1fe037a471e2da274e4583c9c3918d2ccbb7a6139b543468d8096fa8232d9ea,2024-02-15 19:58:47.000000,Buy,10, ETH,"24,85999636", NO,Uniswap V3
0x49dB7E5D59e70198a87E122c2e98A277f48cef25,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x67bccd66a41277ff757eeffeece35c3f905458519f939a29c08760777162eadf,2024-02-15 19:58:47.000000,Buy,"0,07", ETH,"0,1738876766", NO,Uniswap V3
0x63e4e70f910123706CD8eD1A4796452160f66c08,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x6ff475ec0cc34a905d7639bd3c471cd0b80a16463ecba2cab3b83c849ec66c9b,2024-02-15 19:58:47.000000,Buy,"0,2", ETH,"0,4971978539", NO,Uniswap V3
0x71Bee6BF3D2C0eeCC71be800Be56F7c232600296,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x33a688c2a1af6bd67d09e24caddd06f8bcd2404e3e2fa4b5f677c1f9a6b84168,2024-02-15 19:58:47.000000,Buy,"0,2", ETH,"0,4968335001", NO,Uniswap V3
0x87821C430310E33Ad202a20966f340520651B05B,0xB0000000aa4f00aF1200C8B2BefB6300853F0069,0x0dfd9bc183f2b8ee07dbf20f5c82d0ae1da2871f85c37a4d01562e91dd813b63,2024-02-15 19:58:47.000000,Buy,"2,314930265", ETH,"5,757634448", NO,Uniswap V3
0x921d130796f591a874C18c608cB788e6A2F97bF3,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x97fece090a7712d222a1c18fa2b9b8c4f1b1e994bfa6af8052a9f2d152af8187,2024-02-15 19:58:47.000000,Buy,6, ETH,"14,92967917", NO,Uniswap V3
0xd7AD867FD49c98B3E5aA09C4296875885F01eFA2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xd69249836112b1cf3b35c82ca02df8f46236965b040b921e5e51d3de5ddaf589,2024-02-15 19:58:47.000000,Buy,"0,42", ETH,"1,043406132", NO,Uniswap V3
0xE56e015eB0405089bD7e89A172bcd3a83B3d1C27,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xd98fe9cb3ddd70558b62c6a723174a52b5ad146da1c33c699d7a5c8531762f6b,2024-02-15 19:58:47.000000,Buy,"3,6", ETH,"8,944844903", NO,Uniswap V3
0x50B7BE398C065E1a7A45a6401d8149A3FDd6e044,0x3328F7f4A1D1C57c35df56bBf0c9dCAFCA309C49,0x208309d2e4a3124ab3f1461db41f7685164482993b9aedc9e3e85d8d79fa4a11,2024-02-15 19:58:59.000000,Buy,"0,02487562189", ETH,"0,06228362011", NO,Uniswap V3
0x5fe497a46fEd536A67f31172Ae0C7a836A333099,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x5a3009833932e2e819d0ee34800e8ffae3b41ceadf94085c84cdc8818e909d6c,2024-02-15 19:58:59.000000,Buy,"1,2", ETH,"2,999698665", NO,Uniswap V3
0x9F9D9793f6831f22124C5144Fb1378F6c13A84B9,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xca1a547d361adad0728867b8b3ca5ba0658d2ef935aa7dfc151e9be7331f443e,2024-02-15 19:58:59.000000,Buy,"0,7048924236", ETH,"1,761538245", NO,Uniswap V3
0xA918cB311a06d79967A8ce94d5c5405CaC9A07f5,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xa9d95c554f933d54b70416687e3c68b1075f8d0d110063a59e897770c80af34c,2024-02-15 19:58:59.000000,Buy,"0,05", ETH,"0,1249522273", NO,Uniswap V3
0xb3c26468E89c24B1BFfc3FBf0046E6E08fB93f7e,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x88635c85d7c4167ef1cc43d732691843ddaa41bbb3c9098dc64532d3a681738e,2024-02-15 19:58:59.000000,Buy,"0,193635572", ETH,"0,4886309831", NO,Uniswap V3
0x13a881D54b975409ff64fdB48ecA99f1d9063559,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x49914c70821880505b065be67a6a8006c99d2ed68a8ec3243e56c7c717aaa820,2024-02-15 19:59:11.000000,Buy,"0,35", ETH,"0,8953298588", NO,Uniswap V3
0x74771172F47a22E58D0c63405249b516E72F5Cb7,0x3328F7f4A1D1C57c35df56bBf0c9dCAFCA309C49,0x5f990a55507a7fd8ac21116c44a46050ac9235f0237d4b3fc2385ca959560bbf,2024-02-15 19:59:11.000000,Buy,"0,09950248756", ETH,"0,2526417102", NO,Uniswap V3
0x86d7824113f1286eCD96bb6a07aD5de6bde38c41,0x5c9321e92Ba4eb43f2901c4952358e132163a85A,0xbd706f7ac5134a645a6ed5a2f561c4013bbdc2335193b8eea3f08e493a155bd1,2024-02-15 19:59:11.000000,Buy,495, ETH,"1,262619739", NO,Uniswap V3
0x887b86B6B6957F7bbeA88B8CEfD392f39236A88C,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x85650b3bf2c71590eb56f9f2b51c9a5e8dcec3e463edb03e6fe5a40fa8a8c80a,2024-02-15 19:59:11.000000,Buy,35, ETH,"0,08944893676", NO,Uniswap V3
0xa94C1c69E69948d9222A7C8AcE68F4Dbcc1d8eFE,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xcc97734c2607e3d963e66bac3bf865c4b0a66fdaa744a0a48afd67ce4a985881,2024-02-15 19:59:11.000000,Buy,1, ETH,"2,555164566", NO,Uniswap V3
0xAFF32d24463c463C761f97205EE68423D4BEE6a2,0x5c9321e92Ba4eb43f2901c4952358e132163a85A,0xbb72cef9fd69bdfff59ba4ff7fe08717e2e296547e96a024575602bc12fd66ec,2024-02-15 19:59:11.000000,Buy,"0,0396", ETH,"0,1010255573", NO,Uniswap V3
0xB1458a2077Dfaad89f3FE6D7E12a7681e8c992d2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x99080b2a9e3055de02a30ea448ef9b893b413cd943cb1ba24c22ae5375756c3b,2024-02-15 19:59:11.000000,Buy,2, ETH,"5,1134309", NO,Uniswap V3
0xCEda7e1FC320Df144C0eF18dB9a8696Ce68e5120,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x28eb1156b42c9931766509ae50953a9a2eb4b07b5bbc600579615316f1b04a06,2024-02-15 19:59:11.000000,Buy,"0,07", ETH,"0,1790798542", NO,Uniswap V3
0x126f07bBfC24F09B9dcD6b8735e662A461FDCEFF,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x10562e25b3c906f0e9dd7c6f6b4b1c7442980c361474d8f1d35092480eeee84e,2024-02-15 19:59:23.000000,Buy,"0,5", ETH,"1,28423598", NO,Uniswap V3
0x50aB9f200d2f78E9fF564f762f59E2B6fA68b125,0x1111111254EEB25477B68fb85Ed929f73A960582,0xa9b3750f0cc63107b2101c91123d6097b2bedb299e97c6a33e8bab8bab46cd63,2024-02-15 19:59:23.000000,Buy,1, ETH,"2,566353451", NO,Uniswap V3
0x8E0221C833898B6f4B91C7F6bcF6451d5Fc208A4,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x2d270024358a276e5b4018c5ea5f13d00fb63e660de7ffb71e1bd93c2cf39a1e,2024-02-15 19:59:23.000000,Buy,"0,03995506015", ETH,"0,1025704581", NO,Uniswap V3
0xa77caE686A6BDCBCD5fFbF6c0058d549C5D4B72C,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x2e6ea7f706e9791fb8295af3acd26f9beb6e0efdf0ad7523d9b32ebac2a48215,2024-02-15 19:59:23.000000,Buy,"0,6", ETH,"1,54058001", NO,Uniswap V3
0x460853f50cd744Bbc9F900b76e3746Cff6d33F70,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x875ce53a1996374db5cb355bf6873fafc2a17da42e5e0d753603765536240da5,2024-02-15 19:59:35.000000,Buy,115, ETH,"0,3012278394", NO,Uniswap V3
0x627816A199F94Aaf106A55f5739262F1b556CB5d,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x6bea4b46850258546024161c933cda492f670a46405c5b147aed185b693e9ec4,2024-02-15 19:59:35.000000,Buy,"0,18", ETH,"0,4715287578", NO,Uniswap V3
0x7471e603a5e90136d678C919884048B227f5ba5D,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x567ef9c39fc0948613c1e397f8fdaab036f21d8efe89d73ea960babab63787b4,2024-02-15 19:59:35.000000,Buy,"0,1", ETH,"0,2598135113", NO,Uniswap V3
0xA8a6738A872b02D32533ACe4063F677238cAadA3,0xF3dE3C0d654FDa23daD170f0f320a92172509127,0x92c337b591a179394b75fd824c1e5f9e920dab96ff729fd0f8ddb6d97225b8ae,2024-02-15 19:59:35.000000,Buy,"0,6", ETH,"1,574868086", NO,Uniswap V3
0xB1458a2077Dfaad89f3FE6D7E12a7681e8c992d2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x9ee7aa40516db1c7b6bd7279e515aa504c82ba8ffa1305db41e18207225d47e6,2024-02-15 19:59:35.000000,Buy,"2,9", ETH,"7,603874136", NO,Uniswap V3
0x06e045b036E4EDAB1C2497F1f828d932882f0E44,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x068649886e57d5d3abe5dee8fcddb25de517cd0d68ef1c08dbefd65a0a9ca7a0,2024-02-15 19:59:47.000000,Buy,1, ETH,"2,638265391", NO,Uniswap V3
0x43173E3c4fFbd774f702339A911ab40f3100a9aD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x242dcb1becf38ad140cbc1106d4240f4de01f6513f90c9992d59aba5b265c52c,2024-02-15 19:59:47.000000,Buy,"0,45", ETH,"1,186680778", NO,Uniswap V3
0xb4B1fF7Ac52867E583C6F08F3F41F057aC9021A1,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x574f9288a1c8f44b0c86f8d774de116a81bd293b5e913ae9e3ffa70ead721f4a,2024-02-15 19:59:47.000000,Buy,352, ETH,"0,9282917146", NO,Uniswap V3
0xD02bd3A0898a3cCCe14BACAb51Eb80D109Fa75f2,0x881D40237659C251811CEC9c364ef91dC08D300C,0x9785a6146549cf42099587e56415997d0e881456dee778a493038dfa08903d63,2024-02-15 19:59:47.000000,Buy,"0,2478125", ETH,"0,6535089369", NO,Uniswap V3
0xD6391E9b726095A3297Aba09A121D87C23D85ef3,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xc32dbdb47453b31a17d64e44191d004cdb9dbf4c3003518641573cfdf9b66bf8,2024-02-15 19:59:47.000000,Buy,"0,08", ETH,"0,2109479728", NO,Uniswap V3
0x0a3aA0c7be64eD5dCc9E6449Dfa261786c0de15e,0x3328F7f4A1D1C57c35df56bBf0c9dCAFCA309C49,0xf44a0ea98cbbaaf70aedf57a89b7ee21d4463f78a5d3cdffa4c6cfac6b778a5e,2024-02-15 19:59:59.000000,Buy,"0,1990049751", ETH,"0,5272945569", NO,Uniswap V3
0x4C42A145C27D18c7dA66Ede0C628aF1E508529FB,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xbec7b03b3904aa67d6caacd3050ca78e6532b3ee875651a2766c0eb3112b1db0,2024-02-15 19:59:59.000000,Buy,"0,01", ETH,"0,02652051231", NO,Uniswap V3
0xa0d149c9E3FEE0a9F920058c4139c73894C2Be98,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x1dc09bd4f19b48b3c18c68e165b9c3894392b89932e9c3b668f56e32cdc2be5a,2024-02-15 19:59:59.000000,Buy,"0,528506917", ETH,"1,402701458", NO,Uniswap V3
0xb1Ee572249C0E647759d0D02b0a4484f23A527D3,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x352cb3368ec9a5f0bcdb2b1c4c300f1c9dc5f36d4a151651382dd145499a8ff9,2024-02-15 19:59:59.000000,Buy,1, ETH,"2,652859564", NO,Uniswap V3
0x3d8EA4918FC22c8a25cb3C2c1590486DF8f71373,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xf3737b34d403b8bbd75f148caa3fc26cbfbdc48005bb0c5800f1516267a40bf8,2024-02-15 20:00:11.000000,Buy,"0,07", ETH,"0,1862789447", NO,Uniswap V3
0x67758768fF0E68aca2DECcc5Ff6a5D146737065B,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0xe97d91e7d8513c539c6c082f95fd91edfd2164aafd5fab2a317ac39b28b218b0,2024-02-15 20:00:11.000000,Buy,"0,5", ETH,"1,326105784", NO,Uniswap V3
0xA2f672c5f4A9A1d2a53E7f7b719B4C6e130F7579,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xef9ab13e07e1981b13689e455698361c5a199ec349087fa1f64421a56cc24759,2024-02-15 20:00:11.000000,Buy,"0,33", ETH,"0,8782783335", NO,Uniswap V3
0xbC5F0b9e57EfCF1A7f166bb5F9f1144A288Ff98A,0xF3dE3C0d654FDa23daD170f0f320a92172509127,0xd388ef2bc9214e7cf9954170c76b010b5075ff0b8d51b5941fd7ac3e775155e7,2024-02-15 20:00:11.000000,Buy,"0,4474195149", ETH,"1,186312102", NO,Uniswap V3
0x26C5460e2b027B174Cad3005B6cF32f459b7c01c,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0xaea46b724a75b1ce8213119a454a6b956996bc06c44b1dbcc52b1ea903ae126d,2024-02-15 20:00:23.000000,Buy,"0,05", ETH,"0,1336936593", NO,Uniswap V3
0xDA2F0087F922ebB2Db0926D00213e226519bF0C3,0x6131B5fae19EA4f9D964eAc0408E4408b66337b5,0x9613d4d77cb16dceca676df9efd5354e00e90945b22fbabfce532e6ff27fc7d5,2024-02-15 20:00:23.000000,Buy,"0,5982", ETH,"1,593186568", NO,Uniswap V3
0x61f736D5Babb287878B02F1248c1EaE53a00797F,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3b405db96d1fc021029d05b150728c50178a7e1ad9226a2a9dc4a476b8c870bc,2024-02-15 20:00:35.000000,Buy,1, ETH,"2,690893984", NO,Uniswap V3
0x71BA4A5138bCc62b343D2Bc353E8f657d037f833,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xa15bec1da0f3a0d032d0d168dd02517198eb3fa7f811f6c2560769a2f7d8eaaa,2024-02-15 20:00:35.000000,Buy,"2,858116006", ETH,"7,69991343", NO,Uniswap V3
0x8F06796B2D02B9516f3BEeBB1D7ba29BB9E7A01a,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x7e167cd9a9d9bb6d7c6632345fbffbce2ba1a54e5e818644606f29e1f18b5e70,2024-02-15 20:00:35.000000,Buy,"0,5", ETH,"1,34840229", NO,Uniswap V3
0xACd933B674c05b508ABfF3F5976118Bb674092bb,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xd8a469e0b60989a238056f9c39b3f19e583621f4f63eba0ee507ca60dccb5472,2024-02-15 20:00:35.000000,Buy,"0,1691239856", ETH,455, NO,Uniswap V3
0xC2CFB2A82d9eE2837356b5516c11BA65fA97074f,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0x2fa9aced42a1bf3f861ca46631dfee6cea759fe9fe198299a14746505ac39ffc,2024-02-15 20:00:35.000000,Buy,"0,4", ETH,"1,069403496", NO,Uniswap V3
0x04CE764E6410a23D502e6E2C7baF8B175EA7a7b2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x7d47c88587ba573e552a50ba4cabed01127b3e9bc557c5130f1244a31fea2043,2024-02-15 20:00:47.000000,Buy,"0,22", ETH,"0,5973872014", NO,Uniswap V3
0x08BCb582fF7F75D6A79426232F32FBB994701515,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x6997301344ac3e1f14ebeaabe94b6bc204596a2759f9094139a28523eefca807,2024-02-15 20:00:47.000000,Buy,"0,1", ETH,"0,2716573822", NO,Uniswap V3
0x1DfcD05458322595b518B4061D4d5491F8E8f0FF,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xb884132cc28f9b2975ba176c4aa6eb1e2b540ec0a4ed1a6d0bba946aa4646ad5,2024-02-15 20:00:47.000000,Buy,"0,3683589933", ETH,1, NO,Uniswap V3
0x717E09B5615A78204c2D8E392DBBd88821C89e17,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x76758c31afac7a6e7123572450bc3155993ddd74b8e6e2b44725f44b0c27f78f,2024-02-15 20:00:47.000000,Buy,"0,05", ETH,"0,1357810095", NO,Uniswap V3
0x8454C9C125f3a2B44dd892D1737609774B4c78F3,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x1cafdd110d1bbe05f46720a39ebd063561342edc9f342d5a727ad0874a398435,2024-02-15 20:00:47.000000,Buy,"0,5", ETH,"1,358038114", NO,Uniswap V3
0xBFC869FA4A2E32EDfd3cb67E3BF29107b7685614,0x952E24a9F49a15caC92cF1F6d01B9536959948f4,0xc5f018c9eb927b2146414752f5dfc186565a1591ac3755acf49be67ae6e365f9,2024-02-15 20:00:47.000000,Buy,198, ETH,"0,5378412881", NO,Uniswap V3
0xCbe97e84c8F640B1aF06BD151B6599709f86969a,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x9aa359d5fee51cbf69f495518e35a9bc37152d57a6b3f7d7af82fcb4887d8693,2024-02-15 20:00:47.000000,Buy,"0,07", ETH,"0,1899532444", NO,Uniswap V3
0xd83C6eb304E7f5D21c2728e7A66B6EDf1F31f487,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x5165a8fd8e83ed124b082d01f07cf8b0ac4f1bad3a2ce27142a1c19a7f06b53c,2024-02-15 20:00:47.000000,Buy,"0,1", ETH,"0,2715131132", NO,Uniswap V3
0xdf90edD56d9e6EA5CBAa82A7aa0fd4Eebb26D32c,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x7bbb0452f8c11e1ed3530d216fb83e444368e3ce44d4e71d95d762b6383edcf5,2024-02-15 20:00:47.000000,Buy,"0,2", ETH,"0,5426788406", NO,Uniswap V3
0xf01a9Eb2F33387fA5ed95dCfc2b92FB290C64F1d,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x1709cc0b79f9a54e8763bf5462b79827e5f7764120666e72de22f36f57974f6c,2024-02-15 20:00:47.000000,Buy,"0,46", ETH,"1,248466101", NO,Uniswap V3
0x161D9B5d6e3eD8D9c1D36a7Caf971901C60B9222,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x4300f7435fb844ae0e63655617f9efbcff55977b62a6afdc12fe1e5a65cdf7b9,2024-02-15 20:00:59.000000,Buy,"0,2", ETH,"0,5511348327", NO,Uniswap V3
0x5c538d3E8Ea308A52563694ce265B46C86F869Dd,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x5659305df1607c96152765dd316e962e87f2e6792304f4c739e335e4c0341231,2024-02-15 20:00:59.000000,Buy,9, ETH,"24,86856215", NO,Uniswap V3
0xc01ddE207A84c71149CDE8b3657C5535C208Aa20,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x559ac9d82d3ae20c69e68ae9d311c6bc1f22c6c98cc69cb985dd25934f6f4413,2024-02-15 20:00:59.000000,Buy,"0,07", ETH,"0,1929132088", NO,Uniswap V3
0xdeAef4f1Aa1fEEE88f1ba417Ca874A8E83d5f527,0xD1ca1F4dBB645710f5D5a9917AA984a47524f49A,0xd7a689f5ec8b361bb1f734b9368337f32e6965aa8e4ce2d39b9af3eb920670ff,2024-02-15 20:00:59.000000,Buy,"0,156217176", ETH,"0,4286387654", NO,Uniswap V3
0xE5705e2B03Ed5D901516D7F3249B5769155A1d63,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x9d08d98beccd2f5b2f349eb2279ffd4b15e911d72363becbeeb163931a75226f,2024-02-15 20:00:59.000000,Buy,"0,44", ETH,"1,212267459", NO,Uniswap V3
0x3c35A68Fa825cD357B2DC8a4875A60D326E20452,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xcbd1b474bb4cd8cf6c3081d756086a07e8f905150a40401c2bc93c78ea633467,2024-02-15 20:01:11.000000,Buy,"0,3567657743", ETH,1, NO,Uniswap V3
0x56F70A0BbfEfA9db41F024198C7185107f42BAC2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xbac135840c78a303fdc875aaf91edc2d46a2a2036714c925578dff3da9872c06,2024-02-15 20:01:11.000000,Buy,1, ETH,"2,801780394", NO,Uniswap V3
0x8363B966351e6312fCfAF87e03363579E49f6EDe,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x5a74a7e631c3bcc19af86ab27a84b5a83dabf00ecb3b79ff9dc6cda6549e80c9,2024-02-15 20:01:11.000000,Buy,"0,4", ETH,"1,121218681", NO,Uniswap V3
0xA2005Ac36Ef9469BB33bB5028829922e04B0B520,0x5c9321e92Ba4eb43f2901c4952358e132163a85A,0xf8ad7efe3f15cedfb2df244ecdcf203454b36b5e314d5943d52c59a0e10c0fb5,2024-02-15 20:01:11.000000,Buy,"0,1982", ETH,"0,5500546421", NO,Uniswap V3
0x056548a4Cd00d08c03cB87B388d9e4201Cf701D2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x8ec09566d5b3a18f7109325f8a51c6efab7ea1d24f72f270fc4175f4a24c1ceb,2024-02-15 20:01:23.000000,Buy,"0,05", ETH,"0,1404066165", NO,Uniswap V3
0xC6b33bbE4e17c9f6204CDEB5161acBA17Fe4B56A,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xfc7f661f837940764924a6c3472454ceff0eeaf9358d238b36395dcbba7c5bd8,2024-02-15 20:01:23.000000,Buy,"0,09", ETH,"0,2527585873", NO,Uniswap V3
0xcb70F6A5E95c2803e1f8D20e9B2C05BBd1d20dEF,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xa596b5e96257a8dbd02d44044f4c893584892a005069f9d4d9d7ff758a4b8f8f,2024-02-15 20:01:23.000000,Buy,"0,1", ETH,"0,2808263097", NO,Uniswap V3
0xD593fE254CC243d60849E16F9d6208E109e9dae0,0x3328F7f4A1D1C57c35df56bBf0c9dCAFCA309C49,0xe66cd70a11b75d9b9aca5b697e5817d9a18e3da3fd4921a4d0a822f16ba71577,2024-02-15 20:01:23.000000,Buy,"0,1990049751", ETH,"0,5573865962", NO,Uniswap V3
0x3cE86f8f9528c1c6cF9E8679CB056cE998e8848E,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0xd20d38c4772009a9987994121352004288f3638c4b820aa9f9c42ef62a8b01d9,2024-02-15 20:01:35.000000,Buy,"0,5", ETH,"1,407028176", NO,Uniswap V3
0x4B005cAa68D303B067b30e73f4d0A46E33520E93,0xED12310d5a37326E6506209C4838146950166760,0x3f3866367960c3a6944ccff4d1256dd38ecdb6cbbac2f43c54c89f70705af01e,2024-02-15 20:01:35.000000,Buy,198, ETH,"0,5560923402", NO,Uniswap V3
0x5200D0314ECa0E869925A3286b342b95FA9b55de,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0x6594eb3ff00edc91dbeefa29d1dbe8e15471b83cdd853700e84559c57a84a505,2024-02-15 20:01:35.000000,Buy,"0,08", ETH,"0,2250839352", NO,Uniswap V3
0x7BD36Fe9dBFF09192fca6F58D5C59d40918564b0,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xa55942b57cea3e49c68d9f05bd201fd4ce33e7b681ba2cc3c0f54063ecd57aa6,2024-02-15 20:01:35.000000,Buy,"0,1143424998", ETH,"0,3216348507", NO,Uniswap V3
0x80e6067A7156dEF48f1D06be3abab4a2C969a42d,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x6f26fc1b492f8d6aed8bb795fef4d399851d91dd5e3364e261d0bddb836a9758,2024-02-15 20:01:35.000000,Buy,"0,17", ETH,"0,4782364878", NO,Uniswap V3
0xe52046823fB5854125775f372803E2c4b9517Eb2,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x4678febfc11dc64dec7c8954a138e432f77e08d830ad6e81b13f4f4af524b36d,2024-02-15 20:01:35.000000,Buy,"0,1", ETH,"0,2813391828", NO,Uniswap V3
0xf8332aE3806775a458701Ca7bcd0bc8d99Bdf6bf,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0x9528862e0afaef62e748447e35a0edf590b7f1c4ccf73fc2a93bb94c205963c1,2024-02-15 20:01:35.000000,Buy,"0,4", ETH,"1,12362747", NO,Uniswap V3
0x4d9e4c43aB331142AA4465205696F0017255c56B,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xe49cd57576b5e47cadfec310617276933a06f7c6a4da8cd756ceec277b600a71,2024-02-15 20:01:47.000000,Buy,"8,5", ETH,"23,76876574", NO,Uniswap V3
0x6b71b238d753bD39ae929c98fD6a8A0c5c6000ba,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x219900e718e597dc6f625c7c9deeacc91c470dc8fde52937a50bd66fcda02f62,2024-02-15 20:01:47.000000,Buy,"4,7", ETH,"13,21633973", NO,Uniswap V3
0x7945c7427d0E2126f2CCdaa367CafAF280331C6d,0x952E24a9F49a15caC92cF1F6d01B9536959948f4,0xfe0a79614d0b71c6c56f78eb1475849105ee37ef0e52b0c6fd10dc9c71f9b291,2024-02-15 20:01:47.000000,Buy,"0,7040786153", ETH,"1,974455206", NO,Uniswap V3
0x90569D742f0B9c61B8c6abfdca73a3361bFe4c92,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xe375dbffe725f29848d7dab6d3f1eab85d454ef2a062e3310e2d03b6a79fdbd1,2024-02-15 20:01:47.000000,Buy,"1,7", ETH,"4,770885988", NO,Uniswap V3
